SITE_ID,Agency Codes,MINISTRY,AGENCY,STYPE,NAME,VENDOR_ID,HOTSPOT_ID,ZipCode,county,AREA,ADDR,LATITUDE,LONGITUDE,E-MINISTRY,E_AGENCY,E_STYPE,E_NAME,E_CITY,E_AREA,E_ADDR
TPEA000407,379140900P,臺北市政府,臺北市立聯合醫院忠孝院區,醫院,北市聯醫忠孝院區醫療大樓9F護理站轉角,中華電信,,115,臺北市,南港區,115臺北市南港區同德路87號,25.046412,121.585758,Taipei City Government,"Taipei City Hospital, Zhongxiao Branch",Hospital,"In the corner ofNursing station in Medical building on 9F, Taipei City Hospital, Zhongxiao Branch",Taipei City,Nangang District,"No.87,Tongde Rd.,Nangang Dist.,Taipei City115,Taiwan,R.O.C."
TPEA000408,379140900P,臺北市政府,臺北市立聯合醫院忠孝院區,醫院,北市聯醫忠孝院區醫療大樓9F942病房,中華電信,,115,臺北市,南港區,115臺北市南港區同德路87號,25.046499,121.58649,Taipei City Government,"Taipei City Hospital, Zhongxiao Branch",Hospital,"The 924 ward in Medical building on 9F, Taipei City Hospital, Zhongxiao Branch",Taipei City,Nangang District,"No.87,Tongde Rd.,Nangang Dist.,Taipei City115,Taiwan,R.O.C."
TPEA000409,379140900P,臺北市政府,臺北市立聯合醫院忠孝院區,醫院,北市聯醫忠孝院區醫療大樓9F906病房,中華電信,,115,臺北市,南港區,115臺北市南港區同德路87號,25.046606,121.586425,Taipei City Government,"Taipei City Hospital, Zhongxiao Branch",Hospital,"The 906 ward in Medical building on 9F, Taipei City Hospital, Zhongxiao Branch",Taipei City,Nangang District,"No.87,Tongde Rd.,Nangang Dist.,Taipei City115,Taiwan,R.O.C."
TPEA000410,379140900P,臺北市政府,臺北市立聯合醫院忠孝院區,醫院,北市聯醫忠孝院區醫療大樓10F會議室門口,中華電信,,115,臺北市,南港區,115臺北市南港區同德路87號,25.046612,121.586428,Taipei City Government,"Taipei City Hospital, Zhongxiao Branch",Hospital,"The entrance of Meeting room in Medical building on 10F, Taipei City Hospital, Zhongxiao Branch",Taipei City,Nangang District,"No.87,Tongde Rd.,Nangang Dist.,Taipei City115,Taiwan,R.O.C."
TPEA000411,379140900P,臺北市政府,臺北市立聯合醫院忠孝院區,醫院,北市聯醫忠孝院區醫療大樓10F1029病房,中華電信,,115,臺北市,南港區,115臺北市南港區同德路87號,25.046527,121.586479,Taipei City Government,"Taipei City Hospital, Zhongxiao Branch",Hospital,"The 1029 ward in Medical building on 10F, Taipei City Hospital, Zhongxiao Branch",Taipei City,Nangang District,"No.87,Tongde Rd.,Nangang Dist.,Taipei City115,Taiwan,R.O.C."
TPEA000412,379140900P,臺北市政府,臺北市立聯合醫院忠孝院區,醫院,北市聯醫忠孝院區醫療大樓10F大禮堂後門,中華電信,,115,臺北市,南港區,115臺北市南港區同德路87號,25.046498,121.586064,Taipei City Government,"Taipei City Hospital, Zhongxiao Branch",Hospital,"The rear gateof  Auditorium in Medical building on 10F, Taipei City Hospital, Zhongxiao Branch",Taipei City,Nangang District,"No.87,Tongde Rd.,Nangang Dist.,Taipei City115,Taiwan,R.O.C."
TPEA000413,379140900P,臺北市政府,臺北市立聯合醫院忠孝院區,醫院,北市聯醫忠孝院區醫療大樓10F資源檢索區走廊,中華電信,,115,臺北市,南港區,115臺北市南港區同德路87號,25.046111,121.586131,Taipei City Government,"Taipei City Hospital, Zhongxiao Branch",Hospital,"The hallwayof Information Retrieval Area  in Medical building on 10F, Taipei City Hospital, Zhongxiao Branch",Taipei City,Nangang District,"No.87,Tongde Rd.,Nangang Dist.,Taipei City115,Taiwan,R.O.C."
TPEA000414,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區南棟1F中醫第一診門口東側,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0370272,121.5456219,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The east side of 
First diagnosis of Chinese medicine in South Building on 1F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000415,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區南棟1F牙醫門診櫃台,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0367451,121.5453134,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The counter of Dentist clinic in South Building on 1F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000416,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區南棟2F腹膜透析治療室(二)走廊,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0370169,121.5456311,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The hallwayof Peritoneal dialysis treatment room(2) in South Building on 2F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000417,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區南棟3F護理站左側走廊,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0369589,121.5454835,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The left side of the hallway in Nursing station in South Building on 3F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000418,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區南棟3F護理站內左側通道,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0368503,121.5454706,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The Nursing station in South Building on 3F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000419,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區南棟5F物理治療區大門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0369498,121.5455054,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of Physical therapy area in South Building on 5F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000420,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區南棟7F電腦檢索區,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.036918,121.5455208,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The Information Retrieval Area  in South Building on 7F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000421,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區檢驗大樓B1F管制區門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0375166,121.5457803,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of Control area in Laboratory Building on B1F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000422,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區檢驗大樓1F螢幕前方,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0377034,121.5455281,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"Front of the screen in Laboratory Building on 1F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000423,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區檢驗大樓1F核醫科櫃台,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0374388,121.5457239,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The counter of Nuclear medicine in Laboratory Building on 1F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000424,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區檢驗大樓2F3號檢查室門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0376839,121.5458012,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of NO.3 check room in Laboratory Building on 2F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000425,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區檢驗大樓2F7號檢查室門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0373809,121.5457849,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of NO.7 check room in Laboratory Building on 2F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000426,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區檢驗大樓5F茶水間旁壁櫃,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0373531,121.5459209,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The Wall cabinetnext to the Pantry in Laboratory Building on 5F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000427,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區檢驗大樓3F女性健康中心門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0376325,121.5458428,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of Women's health center in Laboratory Building on 3F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000428,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區檢驗大樓3F控制室門口右方,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0374407,121.5458527,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of the right side in Control room in Laboratory Building on 3F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000429,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區檢驗大樓4F茶水間旁壁櫃,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0373728,121.5460137,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The Wall cabinetnext to the Pantry in Laboratory Building on 4F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000430,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區檢驗大樓6F第二會議室門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0375414,121.5458227,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of Second meeting room in Laboratory Building on 6F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000431,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區檢驗大樓6F管理室門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0374563,121.5458571,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of Management room in Laboratory Building on 6F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000432,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區檢驗大樓6F座椅中央,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0374227,121.5458477,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The central of seating area in Laboratory Building on 6F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000433,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓B1F醫療事務課,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0376757,121.5451133,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The Medical Affairs Division in Medical building on B1F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000434,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓B1F藥劑科走廊中間,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0377782,121.5451806,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The hallwayof Pharmacy in Medical building on B1F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000435,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓B1F供應室內中央,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0376641,121.5450922,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The central of Supply Room in Medical building on B1F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000436,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓1F老人健檢中心櫃台,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.037855,121.545462,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The counter of Seniors check-up center in Medical building on 1F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000437,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓1F治療師辦公室門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.037429,121.545425,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of Therapist's office in Medical building on 1F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000438,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓1F自動掛號系統前方,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.037617,121.545203,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"Fromtof the Automatic registration system in Medical building on 1F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000439,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓1F藥劑科,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.037638,121.545019,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The Pharmacy in Medical building on 1F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000440,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓1F研究室（三）門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.037372,121.544891,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of Research room(3) in Medical building on 1F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000441,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓1F急診室大門,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.037393,121.544776,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of Emergency  in Medical building on 1F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000442,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓2F精神科門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0375071,121.5454951,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of Division of Psychiatry in Medical building on 2F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000443,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓2F眼科2診門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.037528,121.54549,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of NO.2 Division of Ophthalmology in Medical building on 2F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000444,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓2F志工服務台,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.037642,121.545093,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The Volunteer Service Counter in Medical building on 2F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000445,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓2F內分泌科,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.037584,121.545011,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The Division of Metabolism & Endocrinology in Medical building on 2F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000446,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓2F內科,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.034272,121.544719,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The Division of General Medicine in Medical building on 2F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000447,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓2F一般兒科,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.03761,121.544767,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The Division of Pediatrics in Medical building on 2F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000448,381000000A,臺北市政府,臺北市議會,行政機關,臺北市議會2F府內科員備詢室左側,中華電信,,110,臺北市,信義區,110臺北市信義區仁愛路四段507號,25.038229,121.562175,Taipei City Government,Taipei City Council,Public Services,"The right side of Consultation room on 2F,Taipei City Council",Taipei City,Xinyi District,"No.507,Sec.4,Ren_ai Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C"
TPEA000449,381000000A,臺北市政府,臺北市議會,行政機關,臺北市議會2F府內科員備詢室右側,中華電信,,110,臺北市,信義區,110臺北市信義區仁愛路四段507號,25.038228,121.561974,Taipei City Government,Taipei City Council,Public Services,"The left side of Consultation room on 2F,Taipei City Council",Taipei City,Xinyi District,"No.507,Sec.4,Ren_ai Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C"
TPEA000450,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓4F428病房門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0373689,121.5447851,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of 428 ward in Medical building on 4F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000451,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓4F412病房門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0373957,121.5451758,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of 412 ward in Medical building on 4F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000452,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓4F06號房門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0373126,121.5453967,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of 406 ward in Medical building on 4F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000453,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓4F21號房門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0373578,121.5454792,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of 421 ward in Medical building on 4F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000454,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓5F癌症中心門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0373578,121.5454792,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of Cancer center in Medical building on 5F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000455,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓5F受訓學員休息室門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0374327,121.5455136,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of Trainee lounge in Medical building on 5F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000456,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓5F仁愛健身中心左側走廊,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0375356,121.5451893,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The left side of hallway in Renai Fitness Center in Medical building on 5F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000457,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓5F客用電梯西側,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.037555,121.54521,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The west side of passenger elevator in Medical building on 5F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000458,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓5F西南側走道上,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.037672,121.544831,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The southwest wing of aisle in Medical building on 5F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000459,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓5F西北側走道上,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.037719,121.545311,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The northwest wing of aisle in Medical building on 5F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000460,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓6F共同檢查室門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0375666,121.5455674,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of Common inspection room in Medical building on 6F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000461,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓6F護理站二左側,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0374017,121.5455409,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The left side of NO.2 Nursing station in Medical building on 6F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000462,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓6F護理站一左側,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0376121,121.5450914,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The left side of NO.1 Nursing station in Medical building on 6F, Taipei City Hospital, Renai Branch",Taipei City,Da_an District,"No.10,Sec.4,Ren_ai Rd.,Da_an Dist.,Taipei City106,Taiwan,R.O.C."
