country,city,village,number,name,address,administration,latitude,longitude,grade,type2,type
臺北市,士林區,社園里,A110000856,社子公園男廁,臺北市士林區永平街20巷11弄3號對面,縣市政府,25.09022300000000000,121.50574500000000000,特優級,男廁所,公園
臺北市,中正區,黎明里,A050001015,二二八和平公園1號凱達格蘭大道男,臺北市中正區懷寧街37巷,縣市政府,25.04482600000000000,121.51421100000000000,特優級,男廁所,公園
臺北市,中山區,中吉里,A040000863,一江公園男,臺北市中山區一江街24號旁,縣市政府,25.05327276763450000,121.53126329183600000,特優級,男廁所,公園
花蓮縣,瑞穗鄉,瑞穗村,U090000010,瑞穗鄉衛生所-1樓女廁,花蓮縣瑞穗鄉瑞穗村民生街75號,縣市政府,23.49978600000000000,121.37895800000000000,特優級,女廁所,公家機關設置供民眾使用者
花蓮縣,新城鄉,嘉里村,U040000055,花蓮機場-北廁2樓女廁,花蓮縣新城鄉嘉里村嘉里路機場1號,交通部,24.02555392620980000,121.61339521408100000,特優級,女廁所,航空站
花蓮縣,新城鄉,嘉里村,U040000056,花蓮機場-B1停車場男廁,花蓮縣新城鄉嘉里村嘉里路機場1號,交通部,24.02555392620980000,121.61335229873700000,特優級,男廁所,航空站
花蓮縣,新城鄉,北埔村,U040000047,新城鄉衛生所-3樓女廁,花蓮縣新城鄉北埔路160號,縣市政府,24.03085800000000000,121.60524400000000000,特優級,女廁所,公家機關設置供民眾使用者
花蓮縣,新城鄉,北埔村,U040000042,新城鄉衛生所-1樓男廁,花蓮縣新城鄉北埔路160號,縣市政府,24.03064947794820000,121.60515546798700000,特優級,男廁所,公家機關設置供民眾使用者
花蓮縣,富里鄉,富里村,U100000059,富里鄉衛生所-1樓女廁,花蓮縣富里鄉富里村中山路203號,縣市政府,23.17882062287000000,121.24949455261200000,特優級,女廁所,公家機關設置供民眾使用者
花蓮縣,花蓮市,國慶里,U010000503,體育場-1樓B出口女廁,花蓮市國慶里達固湖灣大路23號,縣市政府,24.00209218453470000,121.57882690429700000,特優級,女廁所,公家機關設置供民眾使用者
雲林縣,土庫鎮,越港里,P050000047,三第加油站(股)公司-三第加油站無障礙,雲林縣土庫鎮越港里林森路86號,經濟部,23.67186329565620000,120.39374113082900000,優等級,無障礙廁所,加油站
雲林縣,虎尾鎮,平和里,P030000158,台亞石油(股)公司-台亞虎尾加油站男廁,雲林縣虎尾鎮平和里平和路1-2號,經濟部,23.70576000000000000,120.45283500000000000,特優級,男廁所,加油站
新北市,板橋區,深丘里,F010001005,遠東百貨板橋店11F-女廁,板橋區市中山路1段152號,其他,25.01105800000000000,121.46430500000000000,特優級,女廁所,百貨公司
新北市,板橋區,深丘里,F010000988,遠東百貨板橋店2F-女廁,板橋區市中山路1段152號,其他,25.01105800000000000,121.46430500000000000,特優級,女廁所,百貨公司
臺南市,新營區,忠政里,D010000039,臺南市政府南瀛大樓2F男廁,臺南市新營區忠政里民治路３６號,縣市政府,23.31166400000000000,120.31468600000000000,特優級,男廁所,各級機關學校
新北市,泰山區,全興里,F160000467,泰山圖書館-女廁,泰山區全興路212號5樓,其他,25.05607500000000000,121.43378300000000000,特優級,女廁所,文化育樂活動場所
新北市,泰山區,全興里,F160000462,泰山區公有市場1F-無障礙,泰山區全興路212號1、2樓,其他,25.05607500000000000,121.43378300000000000,特優級,無障礙廁所,市場
新北市,泰山區,全興里,F160000459,泰山區公有市場2F東側-女廁,泰山區全興路212號1、2樓,其他,25.05631300000000000,121.43364400000000000,特優級,女廁所,市場
新北市,泰山區,義學里,F160000250,泰山瓊仔湖福德宮-女廁,泰山區黎明路到底,其他,25.05139000000000000,121.42306500000000000,特優級,女廁所,寺廟教堂等宗教活動場所
新北市,樹林區,潭底里,F070000029,中油樹新加油站-男廁,樹林區中正路106號,其他,25.00142200000000000,121.42520500000000000,普通級,男廁所,加油站
新北市,樹林區,三興里,F070000025,中油思源加油站-女廁,三興路50號,其他,25.01451415085820000,121.39506876468700000,特優級,女廁所,加油站
新北市,新店區,中央里,F060001073,新店中央圖書館閱覽室-女廁,新店市中央路五街60號2樓,其他,24.97541800000000000,121.52726400000000000,優等級,無障礙廁所,文化育樂活動場所
新北市,新店區,新德里,F060000725,捷運新店區公所站-男廁,新店區北新路1段295號,其他,24.96748700000000000,121.54114700000000000,特優級,無障礙廁所,捷運車站
臺東縣,卑南鄉,明峰村,V040000068,臺東原生應用植物園餐廳旁無障礙廁所,臺東縣卑南鄉明峰村試驗場8號,縣市政府,22.85656300000000000,121.11543800000000000,特優級,無障礙廁所,觀光地區及風景區
新北市,板橋區,玉光里,F010002740,台亞板橋民生站-男廁,板橋區民生路2段19號,縣市政府,25.01657000000000000,121.47214300000000000,特優級,男廁所,加油站
南投縣,仁愛鄉,大同村,M130000080,清境農場國民賓館A棟無障礙廁所,南投縣仁愛鄉定遠新村25號,國軍退除役官兵輔導委員會,24.04244573333870000,121.15611046551700000,特優級,無障礙廁所,旅館
嘉義縣,朴子市,安福里,Q020000001,朴子市藝術公園-男廁,山通路2-9號,縣市政府,23.46725100000000000,120.25318000000000000,特優級,男廁所,公園
嘉義縣,水上鄉,柳林村,Q120000168,中油柳林站-男廁,嘉義縣水上鄉柳林村柳仔林76-6號,經濟部,23.43426400000000000,120.41546000000000000,特優級,男廁所,加油站
嘉義縣,水上鄉,中庄村,Q120000207,中油中庄站-男廁,嘉義縣水上鄉中庄村中庄1鄰131號,經濟部,23.42309581542040000,120.44364094734200000,特優級,男廁所,加油站
花蓮縣,花蓮市,民勤里,U010000312,花蓮縣衛生局-2樓女廁,花蓮市民勤里興新路200號,縣市政府,23.99232989866710000,121.61708593368500000,特優級,女廁所,公家機關設置供民眾使用者
花蓮縣,壽豐鄉,池南村,U060000092,鯉魚潭-濕地男廁,花蓮縣壽豐鄉池南村環潭北路100號,交通部,23.92383588146320000,121.50595664978000000,特優級,男廁所,觀光地區及風景區
雲林縣,斗南鎮,南昌里,P020000006,斗南車站前站男廁,雲林縣斗南鎮南昌里中山路二號,交通部,23.67158816427530000,120.47549486160300000,特優級,男廁所,鐵路局
雲林縣,斗六市,信義里,P010000011,斗六火車站二樓男廁,雲林縣斗六市信義里民生路187號,交通部,23.71159800000000000,120.54114900000000000,特優級,男廁所,鐵路局
臺中市,東　區,新庄里,B020000064,新時代購物中心-4F(男廁),臺中市東區復興路四段186號,其他,24.13635000000000000,120.68776000000000000,特優級,男廁所,百貨公司
臺中市,中　區,中華里,B010000174,日新大戲院9F(男廁),臺中市中區中華路一段58號,其他,24.14375000000000000,120.67535000000000000,特優級,男廁所,戲院
臺中市,中　區,大誠里,B010000162,第一醫院,臺中市中區民族路184號,縣市政府,24.14244000000000000,120.67643000000000000,特優級,混合廁所,醫院
臺中市,中　區,光復里,B010000116,澄清綜合醫院1F-C(男廁),臺中市中區平等街139號,縣市政府,24.14301000000000000,120.68199000000000000,特優級,男廁所,醫院
宜蘭縣,礁溪鄉,六結村,G050000063,礁溪鄉公所1F女廁含無障礙廁所,262宜蘭縣礁溪鄉六結村中山路2段3號,縣市政府,24.82366234654950000,121.77124857902500000,特優級,女廁所,公家機關設置供民眾使用者
臺南市,佳里區,六安里,D120000066,佳里區圖書館2F男廁,臺南市佳里區六安里安北路１１８號,縣市政府,23.16875700000000000,120.17734700000000000,特優級,男廁所,各級社教機關
臺南市,官田區,社子里,D100000206,嘉南高爾夫球場2F男廁,臺南市官田區社子里六雙２１號,其他,23.16831600000000000,120.37073400000000000,特優級,男廁所,娛樂場所
臺南市,鹽水區,橋南里,D020000030,鹽水區圖書館1F女廁,臺南市鹽水區橋南里月津路１４之１號,縣市政府,23.31633600000000000,120.26638000000000000,特優級,女廁所,各級社教機關
臺南市,新營區,新北里,D010000098,社會福利服務中心3F男廁,臺南市新營區忠政里民治路３６號,縣市政府,23.31257500000000000,120.31406600000000000,特優級,男廁所,公家機關設置供民眾使用者
新北市,樹林區,圳民里,F070000646,台亞俊英加油站-男廁,俊英街280號,其他,25.01326900000000000,121.42400900000000000,優等級,男廁所,加油站
新北市,樹林區,北園里,F070000492,中油柑園加油站-男廁,佳園路2段47號,其他,24.96242300000000000,121.39189300000000000,特優級,男廁所,加油站
新北市,樹林區,東昇里,F070000387,中油永錡大安加油站-男廁,大安路576號,其他,24.98365200000000000,121.41169300000000000,優等級,男廁所,加油站
新北市,樹林區,猐寮里,F070000163,台灣中油三多加油站女廁,新北市樹林區中正路433號,經濟部,25.00870600000000000,121.41533900000000000,特優級,女廁所,加油站
新北市,樹林區,潭底里,F070000069,家樂福樹林店-男廁,大安路118號,其他,24.99710800000000000,121.42132900000000000,特優級,男廁所,量販店
臺南市,歸仁區,許厝里,D280000106,歸仁文化中心行政大樓1F女廁,臺南市歸仁區許厝里信義南路７８號,縣市政府,22.96410300000000000,120.29805900000000000,特優級,女廁所,文化育樂活動場所
臺南市,歸仁區,後市里,D280000080,歸仁區公所調解委員會混合廁,臺南市歸仁區後市里中山路二段２號,縣市政府,22.96730200000000000,120.29428400000000000,特優級,混合廁所,各級機關學校
臺南市,歸仁區,後市里,D280000077,歸仁區公所1F女廁,臺南市歸仁區後市里中山路二段２號,縣市政府,22.96724800000000000,120.29393700000000000,特優級,女廁所,各級機關學校
臺南市,仁德區,仁德里,D270000064,仁德區衛生所1F女廁,臺南市仁德區仁德里中山路６０６巷２號,縣市政府,22.97271300000000000,120.25147500000000000,特優級,女廁所,各級機關學校
臺南市,仁德區,仁德里,D270000061,仁德戶政事務所仁德辦公處1F男廁,臺南市仁德區仁德里中山路６０６巷３號,縣市政府,22.97227700000000000,120.25122200000000000,特優級,男廁所,各級機關學校
臺南市,左鎮區,中正里,D260000027,左鎮區公所1F男廁,臺南市左鎮區中正里中正１７１號之４,縣市政府,23.05677600000000000,120.40865600000000000,特優級,男廁所,各級機關學校
臺南市,玉井區,玉井里,D230000010,玉井區衛生所混合廁,臺南市玉井區中正路５號,縣市政府,23.12223600000000000,120.45923000000000000,特優級,混合廁所,各級機關學校
臺南市,新市區,新和里,D200000015,新市區公所2F混合廁,臺南市新市區新市里中興街１２號,縣市政府,23.07899700000000000,120.29506000000000000,特優級,混合廁所,各級機關學校
宜蘭縣,礁溪鄉,吳沙村,G050000090,四城火車站無障礙廁所,262宜蘭縣礁溪鄉吳沙村站前路24號,交通部,24.78654801247610000,121.76269501447700000,特優級,無障礙廁所,鐵路局
臺北市,文山區,興昌里,A080000703,臺北市政府公務人員訓練處B區教學2F男,臺北市文山區萬美街二段21巷20號,縣市政府,25.00342200000000000,121.56078900000000000,特優級,男廁所,各級機關學校
臺北市,大安區,華聲里,A030001462,秀傳醫院男女,臺北市大安區光復南路116巷1、3、5號,縣市政府,25.04299200000000000,121.55649500000000000,特優級,混合廁所,醫院
臺北市,內湖區,石潭里,A100000821,萊爾富便利商店北市新明店男女,臺北市內湖區114新明路241、241-1號,縣市政府,25.05745568631530000,121.58861160278300000,特優級,混合廁所,超市
苗栗縣,後龍鎮,海埔里,K060000138,外埔漁港,後龍鎮海埔里131之7號,縣市政府,24.64760711953800000,120.77061617373600000,特優級,無障礙廁所,港區
苗栗縣,後龍鎮,中龍里,K060000002,後龍火車站-男廁,苗栗縣後龍鎮車站街一二七號,交通部,24.61601368893860000,120.78708493708700000,特優級,男廁所,鐵路局
南投縣,集集鎮,林尾里,M050000008,台灣中油集集加油站男廁,集集鎮林尾里民生路317號,經濟部,23.82606300000000000,120.77556700000000000,特優級,男廁所,加油站
南投縣,集集鎮,林尾里,M050000009,台灣中油新集集站無障礙廁所,南投縣集集鎮林尾里名水路二段500號,其他,23.82166666666670000,120.77250000000000000,特優級,無障礙廁所,加油站
南投縣,集集鎮,林尾里,M050000007,台灣中油集集加油站女廁,集集鎮林尾里民生路317號,經濟部,23.82606300000000000,120.77556700000000000,特優級,女廁所,加油站
南投縣,鹿谷鄉,內湖村,M070000053,溪頭營林區舊票房邊女廁,南投縣鹿谷鄉內湖村森林巷9號,其他,23.67205555555560000,120.79647222222200000,特優級,女廁所,森林遊樂區
花蓮縣,秀林鄉,景美村,U110000020,太魯閣國家公園錦文隧道口(大清水休憩據點)-男廁,花蓮縣秀林鄉崇德村海濱100號,內政部,24.09571220000000000,121.49004210000000000,特優級,男廁所,觀光地區及風景區
花蓮縣,吉安鄉,吉安村,U050000064,吉安鄉衛生所-2樓男廁,花蓮縣吉安鄉吉安村吉安路2段132號,縣市政府,23.97382265043350000,121.56357049942000000,特優級,男廁所,公家機關設置供民眾使用者
花蓮縣,光復鄉,大安村,U070000002,光復火車站-女廁,花蓮縣光復鄉大安村中正路1段2-1號,交通部,23.66633100000000000,121.42116200000000000,特優級,女廁所,鐵路局
花蓮縣,玉里鎮,永昌里,U030000059,花蓮縣政府南區服務中心,花蓮縣玉里鎮永昌里莊敬路8號,縣市政府,23.34032507836510000,121.32026195526100000,特優級,混合廁所,公家機關設置供民眾使用者
花蓮縣,玉里鎮,中城里,U030000004,玉里加油站-男廁,花蓮縣玉里鎮中城里大同路219號,經濟部,23.33271300000000000,121.31237200000000000,特優級,男廁所,加油站
新竹縣,竹北市,北崙里,J010000314,縣福園公園男廁,新竹縣竹北市縣政二路,縣市政府,24.82097600000000000,121.01348400000000000,特優級,男廁所,公園
新竹縣,竹北市,隘口里,J010000271,高鐵新竹站一號出口男廁,新竹縣竹北市隘口里高鐵七路6號,交通部,24.80827778000000000,121.04016670000000000,特優級,男廁所,高鐵
新竹縣,竹北市,斗崙里,J010000001,府前加油站男廁,新竹縣竹北市縣政二路112號,經濟部,24.82425876921700000,121.01493537426000000,特優級,男廁所,加油站
臺中市,北屯區,舊社里,B080000134,民營松竹市場(男廁),臺中市北屯區松竹路40號,縣市政府,24.18295000000000000,120.70094000000000000,特優級,男廁所,市場
臺中市,西　區,昇平里,B040000296,向上國中行政大樓左側印刷室(男廁),臺中市西區美村路1段389號,縣市政府,24.14355000000000000,120.66165000000000000,特優級,男廁所,各級機關學校
臺中市,西　區,廣民里,B040000186,中西區衛生所(女廁),臺中市西區民權路105號,縣市政府,24.14114000000000000,120.67567000000000000,特優級,女廁所,公家機關設置供民眾使用者
臺中市,西　區,廣民里,B040000158,衛生福利部臺中醫院B1F-B心導管(女廁),臺中市西區三民路一段199號,衛生福利部,24.14087000000000000,120.67633000000000000,特優級,女廁所,醫院
新北市,新店區,新店里,F060000517,碧潭東岸2-女廁,碧潭東岸吊橋下,其他,24.95637400000000000,121.53676400000000000,特優級,女廁所,觀光地區及風景區
新北市,新店區,張南里,F060000514,碧潭東岸1-男廁,碧潭東岸北二高橋下,其他,24.96078400000000000,121.53699200000000000,特優級,男廁所,觀光地區及風景區
新北市,新店區,信義里,F060000144,信義活動中心-女廁,新店市寶慶街10-1號,其他,24.98665025585580000,121.54383695122300000,優等級,女廁所,民眾團體活動場所
新北市,新店區,明德里,F060000005,中油大豐加油站-男廁,新店市北新路2段205號,經濟部,24.97840100000000000,121.54216900000000000,特優級,男廁所,加油站
新北市,新莊區,立基里,F050000941,文化藝術中心-女廁,"新北市新莊區中平路133號 ",文化部,25.04718000000000000,121.44472300000000000,特優級,女廁所,文化育樂活動場所
新北市,新莊區,中華里,F050000572,新北市立圖書館中港分館-男廁,"新北市新莊區中港路324-3號2樓 ",縣市政府,25.04557400000000000,121.45252200000000000,特優級,男廁所,文化育樂活動場所
新北市,新莊區,雙鳳里,F050000523,牡丹心活動中心-無障礙,"新北市新莊區雙鳳路75號5樓 ",縣市政府,25.02766400000000000,121.41492800000000000,特優級,無障礙廁所,民眾團體活動場所
新北市,新莊區,丹鳳里,F050000434,特力翠豐百貨新莊店-男廁,新北市新莊區中正路620號,經濟部,25.02956000000000000,121.42253400000000000,特優級,男廁所,百貨公司
臺南市,新營區,新北里,D010000249,中油新營長榮路加油站男廁,臺南市新營區新北里長榮路二段１８６號,經濟部,23.31882900000000000,120.30643300000000000,特優級,男廁所,加油站
彰化縣,彰化市,卦山里,N010000213,八卦山棒球場（女廁）,彰化市卦山里卦山路,縣市政府,24.07837800000000000,120.54616700000000000,特優級,女廁所,文化育樂活動場所
基隆市,信義區,智誠里,C070000109,智誠里-1-混合廁所,基隆市信義區月眉路107號,縣市政府,25.12156800000000000,121.75652300000000000,特優級,混合廁所,公家機關設置供民眾使用者
基隆市,信義區,仁壽里,C070000013,基隆市衛生局1樓-性別友善廁所,基隆市信義區信二路266號1樓,縣市政府,25.12986900000000000,121.74921900000000000,特優級,性別友善廁所,各級機關學校
基隆市,安樂區,鶯歌里,C060000312,台灣中油股份有限公司-泉益站-男廁,基隆市麥金路120號,縣市政府,25.11749513345810000,121.72586560249300000,特優級,男廁所,加油站
基隆市,仁愛區,新店里,C040000222,慶安宮-男廁,基隆市仁愛區忠二路1號,其他,25.12958399305780000,121.74076527357100000,特優級,男廁所,寺廟教堂等宗教活動場所
臺中市,西屯區,福安里,B060000755,永安國小第1棟東西邊右側(男廁),臺中市西屯區西屯路三段133號,縣市政府,24.18461000000000000,120.62462000000000000,特優級,男廁所,各級機關學校
臺中市,西屯區,港尾里,B060000663,果菜批發市場A(男廁),臺中市西屯區中清路中清路二段1558號,縣市政府,24.20095949673260000,120.66056728363000000,特優級,男廁所,市場
臺中市,大雅區,上雅里,B180000129,大雅區戶政事務所-女廁,臺中市大雅區雅環路二段299號二樓,縣市政府,24.22918800000000000,120.64841600000000000,特優級,女廁所,公家機關設置供民眾使用者
臺中市,大雅區,二和里,B180000111,臺中市立圖書館(大雅分館)3F-男,臺中市大雅區雅潭路4段800號,縣市政府,24.22194400000000000,120.65027800000000000,特優級,男廁所,各級社教機關
臺中市,豐原區,鎌村里,B090000347,台塑福懋豐原站-女廁,臺中市豐原區鎌村路186號,縣市政府,24.23103600000000000,120.72415800000000000,特優級,女廁所,加油站
臺中市,豐原區,田心里,B090000295,台灣中油豐源站-女廁,臺中市豐原區中山路82號,縣市政府,24.23745300000000000,120.71085800000000000,特優級,女廁所,加油站
臺中市,豐原區,田心里,B090000292,台灣中油豐南站-男廁,臺中市豐原區圓環東路152號,縣市政府,24.24324300000000000,120.71845600000000000,特優級,男廁所,加油站
臺中市,豐原區,西勢里,B090000113,童樂公園-男,臺中市豐原區中興路201號,縣市政府,24.24716400000000000,120.71225300000000000,特優級,男廁所,公園
臺中市,豐原區,豐圳里,B090000218,豐圳公園(活動中心)-男女混廁,臺中市豐原區成功路520號,縣市政府,24.25344100000000000,120.70733800000000000,特優級,混合廁所,民眾團體活動場所
臺中市,豐原區,南村里,B090000494,慈濟公園(豐東路側)-女廁,臺中市豐原區豐東路596號對面,縣市政府,24.25752800000000000,120.73312500000000000,特優級,女廁所,公園
新竹市,北　區,湳雅里,O020000213,大潤發(湳雅店)地下停車場無障礙廁,新竹市湳雅街95號,其他,24.81844400000000000,120.97087100000000000,特優級,無障礙廁所,量販店
宜蘭縣,宜蘭市,南門里,G010000436,南門林園園區男廁,260宜蘭縣宜蘭市南門里舊城南路縣府一巷8號,縣市政府,24.75550277108730000,121.74931883812000000,特優級,男廁所,文化育樂活動場所
臺南市,下營區,營前里,D080000050,下營公園女廁,臺南市下營區後街里中正北路２８６巷１９號(對街),縣市政府,23.23982600000000000,120.26154900000000000,特優級,女廁所,公園
屏東縣,新埤鄉,新埤村,T150000008,新埤鄉戶政事務所女廁,屏東縣新埤鄉(村)新華路146號,縣市政府,22.46876944444440000,120.55120555555600000,特優級,女廁所,各級機關學校
臺中市,大里區,永隆里,B280000262,台灣中油大勝站-男廁,臺中市大里區大明路482號,縣市政府,24.11509600000000000,120.67495300000000000,特優級,男廁所,加油站
臺中市,大里區,仁化里,B280000124,台灣中油仁化站-男廁,臺中市大里區仁化路686號,縣市政府,24.09544100000000000,120.69443600000000000,特優級,男廁所,加油站
臺中市,大里區,新仁里,B280000106,台灣中油立新站-女廁,臺中市大里區新仁路一段71之38號,縣市政府,24.11155000000000000,120.70645300000000000,特優級,女廁所,加油站
臺中市,沙鹿區,南勢里,B130000200,南勢溪公園-男,臺中市沙鹿區南斗路與自由路交叉口,縣市政府,24.21636159397060000,120.56344985961900000,特優級,男廁所,公園
臺中市,和平區,博愛里,B290000069,明治溫泉大飯店-女廁,臺中市和平區東關路一段溫泉巷17號,縣市政府,24.20369900000000000,121.00994100000000000,特優級,女廁所,旅館
臺中市,清水區,高美里,B120000171,高美國民小學1樓健康中心-1女廁,臺中市清水區高美里護岸路37號,縣市政府,24.31197200000000000,120.56269700000000000,特優級,女廁所,各級機關學校
臺中市,清水區,鰲峰里,B120000022,鰲峰山運動公園-女,"臺中市清水區吳厝路(鰲峰山公園站牌,清水十號井旁)",縣市政府,24.27231800000000000,120.58234300000000000,特優級,女廁所,公園
臺中市,清水區,中社里,B120000147,臺中市港區藝術中心(清風樓1樓)-女廁,臺中市清水區忠貞路21號,縣市政府,24.26957800000000000,120.55789200000000000,特優級,女廁所,文化育樂活動場所
臺南市,龍崎區,楠坑里,D300000031,關廟服務區南下東側無障礙廁,臺南市龍崎區楠坑里楠坑１２之１號,交通部,22.92996200000000000,120.35057500000000000,特優級,無障礙廁所,公路車站服務區及休息站
臺南市,山上區,豐德里,D220000051,台糖豐德加油站女廁,臺南市山上區豐德里隙子口１之１號,經濟部,23.07886600000000000,120.36764200000000000,特優級,女廁所,加油站
臺南市,七股區,玉成里,D150000032,中油七股加油站女廁,臺南市七股區玉成里玉成１８號之２,經濟部,23.13686100000000000,120.13481200000000000,特優級,女廁所,加油站
臺南市,楠西區,密枝里,D240000023,曾文水庫溪畔遊樂區楠西方向男廁,臺南市楠西區密枝里密枝７０號,經濟部,23.23240400000000000,120.50545700000000000,特優級,男廁所,觀光地區及風景區
臺中市,北屯區,仁和里,B080000345,北屯區戶政事務所(無障礙廁所),臺中市北屯區崇德路三段10號,縣市政府,24.18260000000000000,120.68631000000000000,特優級,無障礙廁所,公家機關設置供民眾使用者
臺中市,北屯區,仁和里,B080000312,四張犁公園(女廁),臺中市北屯區豐樂一街與昌平路二段路口,縣市政府,24.19525000000000000,120.68055000000000000,特優級,女廁所,公園
臺中市,南　區,和平里,B030000118,中興醫院13F(男廁),臺中市南區復興路2段11號７樓,縣市政府,24.11814300000000000,120.65840000000000000,特優級,男廁所,醫院
新竹縣,新埔鎮,文山里,J030000006,新關加油站男女廁,新埔鎮文山里文山路亞東段871號,經濟部,24.82715076983320000,121.04759931564300000,特優級,混合廁所,加油站
新竹縣,新埔鎮,五埔里,J030000018,全國新埔加油站女廁,新埔鎮五埔里新關路五埔段963號,經濟部,24.82446325632760000,121.08774662017800000,特優級,女廁所,加油站
嘉義市,東　區,東川里,I010000272,嘉義公園孔廟旁女廁,嘉義市東區嘉義公園孔廟旁,縣市政府,23.48251400000000000,120.46623800000000000,特優級,女廁所,寺廟教堂等宗教活動場所
臺南市,新營區,大宏里,D010000271,肯德基新營中正店女廁,臺南市新營區大宏里中正路６之１號,其他,23.30744400000000000,120.31626600000000000,特優級,女廁所,餐廳
臺南市,仁德區,仁德里,D270000018,家樂福仁德店2F女廁,臺南市仁德區仁德里中山路７１１號,其他,22.97240400000000000,120.24711800000000000,特優級,女廁所,量販店
臺南市,仁德區,仁德里,D270000015,家樂福仁德店1F女廁,臺南市仁德區仁德里中山路７１１號,其他,22.97240400000000000,120.24711800000000000,特優級,女廁所,量販店
臺南市,後壁區,後壁里,D050000115,後壁火車站男廁,臺南市後壁區後壁里後壁７７號,交通部,23.36610900000000000,120.36054800000000000,特優級,男廁所,鐵路局
臺中市,南　區,樹德里,B030000148,樹德公園(女廁),臺中市南區文心南路與樹德一巷路口,縣市政府,24.11684877625110000,120.65393418073700000,特優級,女廁所,公園
臺中市,南　區,樹義里,B030000130,愛買吉安復興店B1F(女廁),臺中市南區復興路一段359號,縣市政府,24.11549900000000000,120.65434400000000000,特優級,女廁所,量販店
彰化縣,彰化市,大竹里,N010000525,東區衛生所,彰化市彰南路二段346巷26號,縣市政府,24.08398384863070000,120.58228969574000000,特優級,混合廁所,公家機關設置供民眾使用者
臺南市,新營區,民生里,D010000071,新營分隊,臺南市新營區民權里中華路２號,縣市政府,23.30524700000000000,120.31524000000000000,特優級,混合廁所,各級機關學校
臺南市,麻豆區,中興里,D070000170,麻豆地政事務所2F男廁,臺南市麻豆區中興里興國路２６號,縣市政府,23.18166200000000000,120.24777700000000000,特優級,男廁所,各級機關學校
嘉義市,西　區,西平里,I020000349,台灣中油信義加油站女廁,嘉義市西區西平里博愛路二段519號,經濟部,23.46881000000000000,120.42893000000000000,特優級,女廁所,加油站
嘉義市,東　區,北門里,I010000768,博物館2F女廁,嘉義市東區忠孝路275-1號,縣市政府,23.48848500000000000,120.45137200000000000,特優級,女廁所,文化育樂活動場所
嘉義市,東　區,蘭潭里,I010000372,蘭潭水庫土地公廟旁無障礙廁所,嘉義市東區蘭潭水庫土地公廟旁,縣市政府,23.47519800000000000,120.48825800000000000,特優級,無障礙廁所,觀光地區及風景區
臺北市,文山區,木新里,A080001054,文山區公所9F右男,臺北市文山區木柵路三段220號9樓,縣市政府,24.98960400000000000,121.57008700000000000,特優級,男廁所,各級機關學校
臺北市,文山區,木新里,A080001051,文山區公所8F社會課服務台前方女,臺北市文山區木柵路三段220號9樓,縣市政府,24.98960400000000000,121.57008700000000000,特優級,女廁所,各級機關學校
臺北市,中正區,水源里,A050000018,臺北交通事件裁決所7F男,臺北市中正區羅斯福路四段92號7樓、8樓,縣市政府,25.01376000000000000,121.53501000000000000,特優級,男廁所,各級機關學校
臺北市,士林區,三玉里,A110001176,臺北市職能發展學院教學5F男,臺北市士林區士東路301號,縣市政府,25.11473200000000000,121.53771900000000000,特優級,男廁所,各級機關學校
臺北市,士林區,三玉里,A110001173,臺北市職能發展學院綜合7F女,臺北市士林區士東路301號,縣市政府,25.11473200000000000,121.53771900000000000,特優級,女廁所,各級機關學校
臺北市,信義區,景聯里,A020001492,臺北市立圖書館三興分館4F男,臺北市信義區吳興街156巷6號4樓,縣市政府,25.02901400000000000,121.56117600000000000,特優級,男廁所,各級社教機關
臺北市,松山區,慈祐里,A010000534,臺北市立圖書館松山分館5F女,臺北市松山區八德路四段668號2樓,縣市政府,25.04986500000000000,121.57616200000000000,特優級,女廁所,各級社教機關
臺北市,松山區,精忠里,A010000248,臺北市立圖書館民生分館5F男,臺北市松山區敦化北路199巷5號4樓,縣市政府,25.05699200000000000,121.55153000000000000,特優級,男廁所,各級社教機關
臺北市,中正區,建國里,A050000647,臺北市立大學勤樸樓3樓西,臺北市中正區愛國西路1號,教育部,25.03555800000000000,121.51358000000000000,特優級,女廁所,各級機關學校
臺北市,中正區,建國里,A050000630,臺北市立大學行政樓2樓男,臺北市中正區愛國西路1號,教育部,25.03555800000000000,121.51358000000000000,特優級,男廁所,各級機關學校
臺北市,信義區,西村里,A020000520,市政大樓北區9F女,臺北市信義區市府路1號,縣市政府,25.03752300000000000,121.56378400000000000,特優級,女廁所,各級機關學校
臺北市,信義區,西村里,A020000454,市政大樓東南區11F女,臺北市信義區市府路1號,縣市政府,25.03752300000000000,121.56378400000000000,特優級,女廁所,各級機關學校
臺北市,信義區,西村里,A020000451,市政大樓東南區10F男,臺北市信義區市府路1號,縣市政府,25.03752300000000000,121.56378400000000000,特優級,男廁所,各級機關學校
臺北市,信義區,西村里,A020000437,市政大樓東南區3F男,臺北市信義區市府路1號,縣市政府,25.03752300000000000,121.56378400000000000,特優級,男廁所,各級機關學校
臺北市,信義區,西村里,A020000434,市政大樓東南區1F女,臺北市信義區市府路1號,縣市政府,25.03752300000000000,121.56378400000000000,特優級,女廁所,各級機關學校
臺北市,信義區,西村里,A020000431,市政大樓西北區11F男,臺北市信義區市府路1號,縣市政府,25.03752300000000000,121.56378400000000000,特優級,男廁所,各級機關學校
